record_id,type_of_reference,title,abstract,authors,language,keywords,doi
5388,JOUR,Current epidemiological issues in human campylobacteriosis.,,"[""{'author': 'Frost, J A', 'author_abbreviated': 'Frost JA', 'affiliations': ['Campylobacter Reference Unit, Laboratory of Enteric Pathogens, Central Public Health Laboratory, London, UK.'], 'first_name': 'J A', 'last_name': 'Frost'}""]",eng,,10.1046/j.1365-2672.2001.01357.x
5389,JOUR,"Campylobacters in water, sewage and the environment.",,"[""{'author': 'Jones, K', 'author_abbreviated': 'Jones K', 'affiliations': ['Department of Biological Sciences, IENS, Lancaster University, Lancaster, UK. k.jones@lancaster.ac.uk'], 'first_name': 'K', 'last_name': 'Jones'}""]",eng,,10.1046/j.1365-2672.2001.01355.x
5437,JOUR,Rotavirus infection in Asia.,,"[""{'author': 'Ushijima, H', 'author_abbreviated': 'Ushijima H', 'affiliations': ['Department of Developmental Medical Sciences, Graduate School of Medicine, University of Tokyo, Japan. ushijima@m.u-tokyo.ac.jp'], 'first_name': 'H', 'last_name': 'Ushijima'}""]",eng,,10.1046/j.1442-200x.2000.01254.x
5456,JOUR,Sentinel surveillance of campylobacter in England and Wales.,,,eng,,
5457,JOUR,Heat-labile serotyping of two Campylobacter jejuni strains isolated from patients with Guillain-Barré syndrome and belonging to serotype O19 (Penner).,,"[""{'author': 'Tsang, R S', 'author_abbreviated': 'Tsang RS', 'first_name': 'R S', 'last_name': 'Tsang'}"", ""{'author': 'Frosk, P', 'author_abbreviated': 'Frosk P', 'first_name': 'P', 'last_name': 'Frosk'}"", ""{'author': 'Johnson, W M', 'author_abbreviated': 'Johnson WM', 'first_name': 'W M', 'last_name': 'Johnson'}""]",eng,,10.1128/JCM.38.5.2021-2022.2000
5475,JOUR,Susceptibility of the Chesapeake Bay to environmental contamination with Cryptosporidium parvum.,,"[""{'author': 'Graczyk, T K', 'author_abbreviated': 'Graczyk TK', 'affiliations': ['Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland 21205, USA. tgraczyk@jhsph.edu'], 'first_name': 'T K', 'last_name': 'Graczyk'}"", ""{'author': 'Fayer, R', 'author_abbreviated': 'Fayer R', 'first_name': 'R', 'last_name': 'Fayer'}"", ""{'author': 'Trout, J M', 'author_abbreviated': 'Trout JM', 'first_name': 'J M', 'last_name': 'Trout'}"", ""{'author': 'Jenkins, M C', 'author_abbreviated': 'Jenkins MC', 'first_name': 'M C', 'last_name': 'Jenkins'}"", ""{'author': 'Higgins, J', 'author_abbreviated': 'Higgins J', 'first_name': 'J', 'last_name': 'Higgins'}"", ""{'author': 'Lewis, E J', 'author_abbreviated': 'Lewis EJ', 'first_name': 'E J', 'last_name': 'Lewis'}"", ""{'author': 'Farley, C A', 'author_abbreviated': 'Farley CA', 'first_name': 'C A', 'last_name': 'Farley'}""]",eng,,10.1006/enrs.1999.3981
5510,JOUR,Rotavirus diversity: what surveillance will tell us.,,"['{\'author\': \'Masendycz, P J\', \'author_abbreviated\': \'Masendycz PJ\', \'affiliations\': [""Department of Gastroenterology and Clinical Nutrition, Royal Children\'s Hospital, Parkville Victoria. masenyp@cryptic.rch.unimelb.edu.au""], \'first_name\': \'P J\', \'last_name\': \'Masendycz\'}', ""{'author': 'Palombo, E A', 'author_abbreviated': 'Palombo EA', 'first_name': 'E A', 'last_name': 'Palombo'}"", ""{'author': 'Barnes, G L', 'author_abbreviated': 'Barnes GL', 'first_name': 'G L', 'last_name': 'Barnes'}"", ""{'author': 'Bishop, R F', 'author_abbreviated': 'Bishop RF', 'first_name': 'R F', 'last_name': 'Bishop'}""]",eng,,
5511,JOUR,How safe is Seattle's water?,,,eng,,
5523,JOUR,Outbreak of cryptosporidiosis in north west England.,,,eng,,
5533,JOUR,The Bouchier report--a recommendation too far?,,"[""{'author': 'Cunningham, R', 'author_abbreviated': 'Cunningham R', 'affiliations': ['Plymouth Public Health Laboratory, Derriford Hospital.'], 'first_name': 'R', 'last_name': 'Cunningham'}""]",eng,,10.1053/jhin.1999.0578
5540,JOUR,"Serotyping of Campylobacter jejuni based on heat-stable antigens: relevance, molecular basis and implications in pathogenesis.",,"[""{'author': 'Moran, A P', 'author_abbreviated': 'Moran AP', 'affiliations': ['Department of Microbiology, National University of Ireland, Galway, Ireland. anthony.moran@nuigalway.i.e'], 'first_name': 'A P', 'last_name': 'Moran'}"", ""{'author': 'Penner, J L', 'author_abbreviated': 'Penner JL', 'first_name': 'J L', 'last_name': 'Penner'}""]",eng,,10.1046/j.1365-2672.1999.00713.x
5541,JOUR,Increase in Campylobacter gastroenteritis coinciding with Melbourne gas restrictions.,,"[""{'author': 'Hemphill, C M', 'author_abbreviated': 'Hemphill CM', 'first_name': 'C M', 'last_name': 'Hemphill'}"", ""{'author': 'Baird, R W', 'author_abbreviated': 'Baird RW', 'first_name': 'R W', 'last_name': 'Baird'}""]",eng,,10.5694/j.1326-5377.1999.tb140332.x
5572,JOUR,Communicable Diseases Surveillance.,,,eng,,
5586,JOUR,Lack of an apparent association between intussusception and wild or vaccine rotavirus infection.,,"[""{'author': 'Rennels, M B', 'author_abbreviated': 'Rennels MB', 'affiliations': ['Department of Pediatrics and Center for Vaccine Development, University of Maryland School of Medicine, Baltimore, USA. mrennels@umaryland.edu'], 'first_name': 'M B', 'last_name': 'Rennels'}"", ""{'author': 'Parashar, U D', 'author_abbreviated': 'Parashar UD', 'first_name': 'U D', 'last_name': 'Parashar'}"", ""{'author': 'Holman, R C', 'author_abbreviated': 'Holman RC', 'first_name': 'R C', 'last_name': 'Holman'}"", ""{'author': 'Le, C T', 'author_abbreviated': 'Le CT', 'first_name': 'C T', 'last_name': 'Le'}"", ""{'author': 'Chang, H G', 'author_abbreviated': 'Chang HG', 'first_name': 'H G', 'last_name': 'Chang'}"", ""{'author': 'Glass, R I', 'author_abbreviated': 'Glass RI', 'first_name': 'R I', 'last_name': 'Glass'}""]",eng,,10.1097/00006454-199810000-00018
5672,JOUR,Communicable diseases surveillance.,,,eng,,
5684,JOUR,"Outbreaks of Escherichia coli O157:H7 infection and cryptosporidiosis associated with drinking unpasteurized apple cider--Connecticut and New York, October 1996.",,,fre,,
5731,JOUR,"Water, water everywhere...but how can you make sure it's safe to drink?",,"[""{'author': 'Vazquez, E', 'author_abbreviated': 'Vazquez E', 'first_name': 'E', 'last_name': 'Vazquez'}""]",eng,,
5732,JOUR,"Avoiding cryptosporidium: safe food, safe water, safe sex.",,"[""{'author': 'Cenko, D', 'author_abbreviated': 'Cenko D', 'affiliations': ['Project Inform, HIV Treatment Hotline, San Francisco, CA.'], 'first_name': 'D', 'last_name': 'Cenko'}""]",eng,,
5775,JOUR,CDC provides guidelines on suspect water supplies. Centers for Disease Control and Prevention.,,,eng,,
5789,JOUR,Combination live enteric virus vaccines.,,"[""{'author': 'Katz, S L', 'author_abbreviated': 'Katz SL', 'affiliations': ['Department of Pediatrics, Duke University Medical Center, Durham, North Carolina 27710, USA.'], 'first_name': 'S L', 'last_name': 'Katz'}""]",eng,,10.1111/j.1749-6632.1995.tb44467.x
5799,JOUR,What's in the water?,,,eng,,
5864,JOUR,Enteropathogens associated with acute diarrhoeal diseases.,,"[""{'author': 'Niyogi, S K', 'author_abbreviated': 'Niyogi SK', 'affiliations': ['Division of Microbiology, National Institute of Cholera & Enteric Diseases, Beliaghata, Calcutta.'], 'first_name': 'S K', 'last_name': 'Niyogi'}"", ""{'author': 'Saha, M R', 'author_abbreviated': 'Saha MR', 'first_name': 'M R', 'last_name': 'Saha'}"", ""{'author': 'De, S P', 'author_abbreviated': 'De SP', 'first_name': 'S P', 'last_name': 'De'}""]",eng,"['Asia', '*Bacterial And Fungal Diseases--transmission', '*Case Fatality Rate', 'Death Rate', 'Demographic Factors', '*Developing Countries', '*Diarrhea, Infantile--etiology', '*Diarrhea--etiology', 'Diseases', 'India', 'Infections', 'Mortality', '*Oral Rehydration', '*Parasitic Diseases--transmission', 'Population', 'Population Dynamics', '*Seasonal Variation', 'Southern Asia', 'Treatment', '*Viral Diseases--transmission']",
5865,JOUR,Cryptosporidium parvum: household transmission.,,"[""{'author': 'Current, W L', 'author_abbreviated': 'Current WL', 'first_name': 'W L', 'last_name': 'Current'}""]",eng,,10.7326/0003-4819-120-6-199403150-00012
5879,JOUR,Chinese paralytic syndrome or acute motor axonal neuropathy.,,"[""{'author': 'Gordon, N', 'author_abbreviated': 'Gordon N', 'first_name': 'N', 'last_name': 'Gordon'}""]",eng,,10.1136/adc.70.1.64
5892,JOUR,[Pathogenicity and virulence mechanisms described in thermo-resistant Campylobacter bacteria].,,"[""{'author': 'Reina, J', 'author_abbreviated': 'Reina J', 'affiliations': ['Servicio de Microbiología Clínica, Hospital Universitario Son Dureta, Palma de Mallorca.'], 'first_name': 'J', 'last_name': 'Reina'}""]",spa,,
5893,JOUR,Albendazole is highly effective against cutaneous larva migrans but not against Giardia infection: results of an open pilot trial in travellers returning from the tropics.,,"[""{'author': 'Kollaritsch, H', 'author_abbreviated': 'Kollaritsch H', 'affiliations': ['Institute of Specific Prophylaxis and Tropical Medicine, University of Vienna, Austria.'], 'first_name': 'H', 'last_name': 'Kollaritsch'}"", ""{'author': 'Jeschko, E', 'author_abbreviated': 'Jeschko E', 'first_name': 'E', 'last_name': 'Jeschko'}"", ""{'author': 'Wiedermann, G', 'author_abbreviated': 'Wiedermann G', 'first_name': 'G', 'last_name': 'Wiedermann'}""]",eng,,10.1016/0035-9203(93)90296-3
5895,JOUR,[The diagnosis and epidemiological characteristics of rotavirus gastroenteritis in a region of the arid climatic zone].,,"[""{'author': 'Zhukova, E V', 'author_abbreviated': 'Zhukova EV', 'first_name': 'E V', 'last_name': 'Zhukova'}"", ""{'author': 'Kerimova, N F', 'author_abbreviated': 'Kerimova NF', 'first_name': 'N F', 'last_name': 'Kerimova'}""]",rus,,
5970,JOUR,[The living and health conditions of Palestinian children].,,,ita,"['Arab Countries', 'Asia', '*Child Health', '*Child Health Services', 'Cultural Background', 'Delivery Of Health Care', 'Demographic Factors', 'Developed Countries', 'Developing Countries', '*Diarrhea', 'Diseases', '*Ethnic Groups', '*Gaza Strip (palestine)', 'Health', 'Health Services', '*Infant Mortality', 'Israel', 'Maternal-child Health Services', 'Mediterranean Countries', 'Mortality', '*Parasitic Diseases', 'Population', 'Population Characteristics', 'Population Dynamics', '*Population Growth', 'Primary Health Care', 'Public Health', '*Sanitation', 'Western Asia']",
5971,JOUR,Campylobacter surveillance.,,,eng,,
5982,JOUR,Epidemiological and clinical characteristics of acute diarrhoea in children due to human rotavirus.,,"[""{'author': 'Chakravarti, A', 'author_abbreviated': 'Chakravarti A', 'affiliations': ['Department of Microbiology, Maulana Azad Medical College, New Delhi, India.'], 'first_name': 'A', 'last_name': 'Chakravarti'}"", ""{'author': 'Broor, S', 'author_abbreviated': 'Broor S', 'first_name': 'S', 'last_name': 'Broor'}"", ""{'author': 'Natarajan, R', 'author_abbreviated': 'Natarajan R', 'first_name': 'R', 'last_name': 'Natarajan'}"", ""{'author': 'Setty, V S', 'author_abbreviated': 'Setty VS', 'first_name': 'V S', 'last_name': 'Setty'}"", ""{'author': 'Mittal, S K', 'author_abbreviated': 'Mittal SK', 'first_name': 'S K', 'last_name': 'Mittal'}""]",eng,,10.1093/tropej/38.4.192
6004,JOUR,Rotavirus surveillance and cluster detection.,,,eng,,
6006,JOUR,[Need for a new biochemical identification scheme for thermotolerant Campylobacter].,,"[""{'author': 'Reina, J', 'author_abbreviated': 'Reina J', 'first_name': 'J', 'last_name': 'Reina'}""]",spa,,
6024,JOUR,[The annual and seasonal variation in the bacteria and rotaviruses implicated in the etiology of diarrheal diseases in children].,,"[""{'author': 'Serban, D', 'author_abbreviated': 'Serban D', 'affiliations': ['Institutul de Sănătate Publică şi Cercetări Medicale Cluj-Napoca.'], 'first_name': 'D', 'last_name': 'Serban'}"", ""{'author': 'Jebeleanu, L', 'author_abbreviated': 'Jebeleanu L', 'first_name': 'L', 'last_name': 'Jebeleanu'}"", ""{'author': 'Andronescu, D', 'author_abbreviated': 'Andronescu D', 'first_name': 'D', 'last_name': 'Andronescu'}"", ""{'author': 'Petrescu, V', 'author_abbreviated': 'Petrescu V', 'first_name': 'V', 'last_name': 'Petrescu'}"", ""{'author': 'David, E', 'author_abbreviated': 'David E', 'first_name': 'E', 'last_name': 'David'}"", ""{'author': 'Ivanof, A', 'author_abbreviated': 'Ivanof A', 'first_name': 'A', 'last_name': 'Ivanof'}"", ""{'author': 'Miu, N', 'author_abbreviated': 'Miu N', 'first_name': 'N', 'last_name': 'Miu'}"", ""{'author': 'Marta, L', 'author_abbreviated': 'Marta L', 'first_name': 'L', 'last_name': 'Marta'}""]",rum,,
6053,JOUR,"Giardiasis, cryofibrinogenemia, and cold sensitivity: a response to metronidazole.",,"[""{'author': 'Lazar, A P', 'author_abbreviated': 'Lazar AP', 'first_name': 'A P', 'last_name': 'Lazar'}"", ""{'author': 'Lazar, P', 'author_abbreviated': 'Lazar P', 'first_name': 'P', 'last_name': 'Lazar'}""]",eng,,10.1111/j.1365-4362.1991.tb02651.x
6064,JOUR,Rotavirus surveillance.,,,eng,,
6065,JOUR,[Prevalence of protozoans in children with acute diarrheal disease].,,"[""{'author': 'Tavarez, L A', 'author_abbreviated': 'Tavarez LA', 'first_name': 'L A', 'last_name': 'Tavarez'}"", ""{'author': 'Pena, F', 'author_abbreviated': 'Pena F', 'first_name': 'F', 'last_name': 'Pena'}"", ""{'author': 'Placencia, F', 'author_abbreviated': 'Placencia F', 'first_name': 'F', 'last_name': 'Placencia'}"", ""{'author': 'Mendoza, H R', 'author_abbreviated': 'Mendoza HR', 'first_name': 'H R', 'last_name': 'Mendoza'}"", ""{'author': 'Polanco, D', 'author_abbreviated': 'Polanco D', 'first_name': 'D', 'last_name': 'Polanco'}""]",spa,"['Age Factors', 'Americas', 'Biology', 'Caribbean', '*Case Control Studies', '*Child', 'Demographic Factors', 'Developing Countries', 'Diarrhea', '*Diarrhea, Infantile--etiology', 'Diseases', 'Dominican Republic', '*Infections', 'Latin America', 'North America', 'Population', 'Population Characteristics', 'Research Methodology', '*Research Report', '*Risk Factors', 'Studies', 'Youth']",
6078,JOUR,"From the Centers for Disease Control. Rotavirus surveillance--United States, 1989-1990.",,,eng,,
6087,JOUR,"Birds, milk, and Campylobacter.",,,eng,,
6097,JOUR,Sources and survival of campylobacters: relevance to enteritis and the food industry.,,"[""{'author': 'Park, R W', 'author_abbreviated': 'Park RW', 'affiliations': ['Department of Microbiology, University of Reading, UK.'], 'first_name': 'R W', 'last_name': 'Park'}"", ""{'author': 'Griffiths, P L', 'author_abbreviated': 'Griffiths PL', 'first_name': 'P L', 'last_name': 'Griffiths'}"", ""{'author': 'Moreno, G S', 'author_abbreviated': 'Moreno GS', 'first_name': 'G S', 'last_name': 'Moreno'}""]",eng,,
6105,JOUR,Rotavirus specific breast milk antibody in two populations and possible correlates of protection.,,"[""{'author': 'Losonsky, G A', 'author_abbreviated': 'Losonsky GA', 'affiliations': ['Center for Vaccine Development, University of Maryland MSTF, Baltimore 21201.'], 'first_name': 'G A', 'last_name': 'Losonsky'}"", '{\'author\': ""D\'Alessandra de Rimer, H"", \'author_abbreviated\': ""D\'Alessandra de Rimer H"", \'first_name\': \'H\', \'last_name\': ""D\'Alessandra de Rimer""}']",eng,"['Americas', '*Antibodies', 'Biology', '*Breast Feeding', 'Clinical Research', '*Clinical Trials', '*Comparative Studies', 'Demographic Factors', 'Developed Countries', 'Developing Countries', 'Diseases', 'Health', '*Human Milk', 'Immunity', '*Immunologic Factors', 'Infant Nutrition', 'Lactation', 'Latin America', 'Maternal Physiology', '*Methodological Studies', 'New York', 'North America', 'Northern America', 'Nutrition', 'Physiology', 'Population', 'Population Dynamics', 'Research Methodology', '*Seasonal Variation', 'South America', 'Studies', 'United States', '*Vaccines', 'Venezuela', '*Viral Diseases--prevention and control']",10.1007/978-1-4615-3838-7_35
6116,JOUR,Campylobacter.,,"[""{'author': 'Skirrow, M B', 'author_abbreviated': 'Skirrow MB', 'affiliations': ['Department of Microbiology, Worcester Royal Infirmary, UK.'], 'first_name': 'M B', 'last_name': 'Skirrow'}""]",eng,,10.1016/0140-6736(90)92282-m
6167,JOUR,[Electrophoretic heterogeneity of a population of rotaviruses isolated in Leningrad in the fall-winter season of 1986-1987].,,"['{\'author\': ""Vasil\'ev, B Ia"", \'author_abbreviated\': ""Vasil\'ev BIa"", \'first_name\': \'B Ia\', \'last_name\': ""Vasil\'ev""}', ""{'author': 'Semenov, N V', 'author_abbreviated': 'Semenov NV', 'first_name': 'N V', 'last_name': 'Semenov'}"", ""{'author': 'Novikova, N A', 'author_abbreviated': 'Novikova NA', 'first_name': 'N A', 'last_name': 'Novikova'}"", ""{'author': 'Epifanova, N V', 'author_abbreviated': 'Epifanova NV', 'first_name': 'N V', 'last_name': 'Epifanova'}"", ""{'author': 'Sukhinin, V P', 'author_abbreviated': 'Sukhinin VP', 'first_name': 'V P', 'last_name': 'Sukhinin'}"", ""{'author': 'Sirotkin, A K', 'author_abbreviated': 'Sirotkin AK', 'first_name': 'A K', 'last_name': 'Sirotkin'}""]",rus,,
6249,JOUR,[The urease test for detecting Campylobacter pylori: which reactive milieu to choose? At what temperature?].,,"[""{'author': 'Riard, P', 'author_abbreviated': 'Riard P', 'first_name': 'P', 'last_name': 'Riard'}"", ""{'author': 'Croizé, J', 'author_abbreviated': 'Croizé J', 'first_name': 'J', 'last_name': 'Croizé'}"", '{\'author\': ""Le Marc\'Hadour, T"", \'author_abbreviated\': ""Le Marc\'Hadour T"", \'first_name\': \'T\', \'last_name\': ""Le Marc\'Hadour""}', ""{'author': 'Bourguignon, G', 'author_abbreviated': 'Bourguignon G', 'first_name': 'G', 'last_name': 'Bourguignon'}"", ""{'author': 'Bourhis, F', 'author_abbreviated': 'Bourhis F', 'first_name': 'F', 'last_name': 'Bourhis'}"", ""{'author': 'Hostein, J', 'author_abbreviated': 'Hostein J', 'first_name': 'J', 'last_name': 'Hostein'}""]",fre,,
6268,JOUR,Disease problems in the Third World.,,"[""{'author': 'Walsh, J A', 'author_abbreviated': 'Walsh JA', 'affiliations': ['Department of Medicine, Harvard Medical School, Boston, Massachusetts.'], 'first_name': 'J A', 'last_name': 'Walsh'}""]",eng,"['*Accidental Deaths', '*Acquired Immunodeficiency Syndrome', 'Biology', 'Birth Weight', '*Body Temperature', 'Body Weight', '*Cardiovascular Effects', '*Causes Of Death', '*Critique', 'Demographic Factors', '*Developing Countries', '*Diarrhea', '*Diseases', '*Hepatitis', 'Hiv Infections', '*Infections', '*Low Birth Weight', '*Malaria', '*Malnutrition', '*Maternal Mortality', '*Measles', 'Measurement', 'Mortality', '*Neoplasms', 'Nutrition Disorders', 'Parasitic Diseases', 'Physiology', 'Population', 'Population Dynamics', '*Premature Mortality', '*Prevalence', '*Research Activities', 'Research Methodology', '*Respiratory Infections', '*Signs And Symptoms', '*Tetanus', '*Tuberculosis', 'Viral Diseases']",10.1111/j.1749-6632.1989.tb27354.x
6278,JOUR,[The etiologic role of rotaviruses in intestinal pathology in adults and children].,,"['{\'author\': ""Vasil\'ev, B Ia"", \'author_abbreviated\': ""Vasil\'ev BIa"", \'first_name\': \'B Ia\', \'last_name\': ""Vasil\'ev""}', ""{'author': 'Semenov, N V', 'author_abbreviated': 'Semenov NV', 'first_name': 'N V', 'last_name': 'Semenov'}"", ""{'author': 'Moskvin, A A', 'author_abbreviated': 'Moskvin AA', 'first_name': 'A A', 'last_name': 'Moskvin'}"", ""{'author': 'Sukhinin, V P', 'author_abbreviated': 'Sukhinin VP', 'first_name': 'V P', 'last_name': 'Sukhinin'}"", ""{'author': 'Sirotkin, A K', 'author_abbreviated': 'Sirotkin AK', 'first_name': 'A K', 'last_name': 'Sirotkin'}""]",rus,,
6291,JOUR,Rotavirus as a cause of diarrheal morbidity and mortality in the United States.,,"[""{'author': 'Ho, M S', 'author_abbreviated': 'Ho MS', 'affiliations': ['Viral Gastroenteritis Unit, Centers for Disease Control, Atlanta, Georgia.'], 'first_name': 'M S', 'last_name': 'Ho'}"", ""{'author': 'Glass, R I', 'author_abbreviated': 'Glass RI', 'first_name': 'R I', 'last_name': 'Glass'}"", ""{'author': 'Pinsky, P F', 'author_abbreviated': 'Pinsky PF', 'first_name': 'P F', 'last_name': 'Pinsky'}"", ""{'author': 'Anderson, L J', 'author_abbreviated': 'Anderson LJ', 'first_name': 'L J', 'last_name': 'Anderson'}""]",eng,,10.1093/infdis/158.5.1112
6300,JOUR,The significance of wild birds (Larus sp.) in the epidemiology of Campylobacter infections in humans.,,"[""{'author': 'Whelan, C D', 'author_abbreviated': 'Whelan CD', 'affiliations': ['Department of Bacteriology, Stobhill General Hospital, Glasgow.'], 'first_name': 'C D', 'last_name': 'Whelan'}"", ""{'author': 'Monaghan, P', 'author_abbreviated': 'Monaghan P', 'first_name': 'P', 'last_name': 'Monaghan'}"", ""{'author': 'Girdwood, R W', 'author_abbreviated': 'Girdwood RW', 'first_name': 'R W', 'last_name': 'Girdwood'}"", ""{'author': 'Fricker, C R', 'author_abbreviated': 'Fricker CR', 'first_name': 'C R', 'last_name': 'Fricker'}""]",eng,,10.1017/s0950268800054170
6311,JOUR,[Campylobacter--a possible causative agent of diarrhea in children].,,"[""{'author': 'Safonova, T B', 'author_abbreviated': 'Safonova TB', 'first_name': 'T B', 'last_name': 'Safonova'}"", ""{'author': 'Spirina, T S', 'author_abbreviated': 'Spirina TS', 'first_name': 'T S', 'last_name': 'Spirina'}"", ""{'author': 'Taranenko, L A', 'author_abbreviated': 'Taranenko LA', 'first_name': 'L A', 'last_name': 'Taranenko'}"", ""{'author': 'Timina, V P', 'author_abbreviated': 'Timina VP', 'first_name': 'V P', 'last_name': 'Timina'}"", ""{'author': 'Pavlova', 'author_abbreviated': 'Pavlova'}""]",rus,,
6315,JOUR,Urease tests for Campylobacter pylori: care in interpretation.,,"[""{'author': 'Vaira, D', 'author_abbreviated': 'Vaira D', 'first_name': 'D', 'last_name': 'Vaira'}"", ""{'author': 'Holton, J', 'author_abbreviated': 'Holton J', 'first_name': 'J', 'last_name': 'Holton'}"", ""{'author': 'Cairns, S', 'author_abbreviated': 'Cairns S', 'first_name': 'S', 'last_name': 'Cairns'}"", ""{'author': 'Polydorou, A', 'author_abbreviated': 'Polydorou A', 'first_name': 'A', 'last_name': 'Polydorou'}"", ""{'author': 'Falzon, M', 'author_abbreviated': 'Falzon M', 'first_name': 'M', 'last_name': 'Falzon'}"", ""{'author': 'Dowsett, J', 'author_abbreviated': 'Dowsett J', 'first_name': 'J', 'last_name': 'Dowsett'}"", ""{'author': 'Salmon, P R', 'author_abbreviated': 'Salmon PR', 'first_name': 'P R', 'last_name': 'Salmon'}""]",eng,,10.1136/jcp.41.7.812
6317,JOUR,[Clinical observations of infants and children with rotavirus gastroenteritis in southern Taiwan].,,"[""{'author': 'Lo, Y S', 'author_abbreviated': 'Lo YS', 'first_name': 'Y S', 'last_name': 'Lo'}"", ""{'author': 'Huang, B L', 'author_abbreviated': 'Huang BL', 'first_name': 'B L', 'last_name': 'Huang'}"", ""{'author': 'Tsai, L Y', 'author_abbreviated': 'Tsai LY', 'first_name': 'L Y', 'last_name': 'Tsai'}"", ""{'author': 'Lu, C C', 'author_abbreviated': 'Lu CC', 'first_name': 'C C', 'last_name': 'Lu'}"", ""{'author': 'Chen, T S', 'author_abbreviated': 'Chen TS', 'first_name': 'T S', 'last_name': 'Chen'}""]",chi,,
6318,JOUR,"Campylobacter isolates in the United States, 1982-1986.",,"[""{'author': 'Tauxe, R V', 'author_abbreviated': 'Tauxe RV', 'affiliations': ['Division of Bacterial Diseases, Center for Infectious Diseases.'], 'first_name': 'R V', 'last_name': 'Tauxe'}"", ""{'author': 'Hargrett-Bean, N', 'author_abbreviated': 'Hargrett-Bean N', 'first_name': 'N', 'last_name': 'Hargrett-Bean'}"", ""{'author': 'Patton, C M', 'author_abbreviated': 'Patton CM', 'first_name': 'C M', 'last_name': 'Patton'}"", ""{'author': 'Wachsmuth, I K', 'author_abbreviated': 'Wachsmuth IK', 'first_name': 'I K', 'last_name': 'Wachsmuth'}""]",eng,,
6334,JOUR,"Epidemiological and clinical study and electrophoretyping survey of rotavirus acute diarrhoea in a children's infectious disease unit in Casablanca, Morocco.",,"['{\'author\': \'Tazi-Lakhsassi, L\', \'author_abbreviated\': \'Tazi-Lakhsassi L\', \'affiliations\': [""Service des Maladies Infectieuses, Hôpital d\'Enfants, Casablanca, Maroc.""], \'first_name\': \'L\', \'last_name\': \'Tazi-Lakhsassi\'}', ""{'author': 'Garbarg-Chenon, A', 'author_abbreviated': 'Garbarg-Chenon A', 'first_name': 'A', 'last_name': 'Garbarg-Chenon'}"", ""{'author': 'Nicolas, J C', 'author_abbreviated': 'Nicolas JC', 'first_name': 'J C', 'last_name': 'Nicolas'}"", ""{'author': 'Soubhi, H', 'author_abbreviated': 'Soubhi H', 'first_name': 'H', 'last_name': 'Soubhi'}"", ""{'author': 'Benbachir, M', 'author_abbreviated': 'Benbachir M', 'first_name': 'M', 'last_name': 'Benbachir'}"", ""{'author': 'el Mdaghri, N', 'author_abbreviated': 'el Mdaghri N', 'first_name': 'N', 'last_name': 'el Mdaghri'}"", ""{'author': 'Tazi, M', 'author_abbreviated': 'Tazi M', 'first_name': 'M', 'last_name': 'Tazi'}"", ""{'author': 'Bricout, F', 'author_abbreviated': 'Bricout F', 'first_name': 'F', 'last_name': 'Bricout'}"", ""{'author': 'Huraux, J M', 'author_abbreviated': 'Huraux JM', 'first_name': 'J M', 'last_name': 'Huraux'}""]",eng,,10.1016/s0769-2617(88)80018-2
6336,JOUR,Campylobacter pylori--acridine orange stain and ultraviolet fluorescence.,,"[""{'author': 'Haqqani, M T', 'author_abbreviated': 'Haqqani MT', 'first_name': 'M T', 'last_name': 'Haqqani'}"", ""{'author': 'Langdale-Brown, B', 'author_abbreviated': 'Langdale-Brown B', 'first_name': 'B', 'last_name': 'Langdale-Brown'}""]",eng,,10.1111/j.1365-2559.1988.tb01964.x
6337,JOUR,Isolation of Campylobacter spp from the river Ganga in Varanasi.,,"[""{'author': 'Shukla, B N', 'author_abbreviated': 'Shukla BN', 'first_name': 'B N', 'last_name': 'Shukla'}"", ""{'author': 'Agarwal, R K', 'author_abbreviated': 'Agarwal RK', 'first_name': 'R K', 'last_name': 'Agarwal'}"", ""{'author': 'Sanyal, S C', 'author_abbreviated': 'Sanyal SC', 'first_name': 'S C', 'last_name': 'Sanyal'}""]",eng,,
6339,JOUR,Rotavirus shown to be the main cause of acute childhood diarrhoea in a New Delhi hospital with a high prevalence in winter.,,"[""{'author': 'Aggarwal, P', 'author_abbreviated': 'Aggarwal P', 'first_name': 'P', 'last_name': 'Aggarwal'}"", ""{'author': 'Srivastav, V K', 'author_abbreviated': 'Srivastav VK', 'first_name': 'V K', 'last_name': 'Srivastav'}"", ""{'author': 'Singh, M', 'author_abbreviated': 'Singh M', 'first_name': 'M', 'last_name': 'Singh'}"", ""{'author': 'Khanna, K K', 'author_abbreviated': 'Khanna KK', 'first_name': 'K K', 'last_name': 'Khanna'}""]",eng,,
6340,JOUR,[Comparison of basic media for the culture of thermophilic strains of the genus Campylobacter].,,"[""{'author': 'Kubonová, K', 'author_abbreviated': 'Kubonová K', 'first_name': 'K', 'last_name': 'Kubonová'}""]",slo,,
